Incident ID,Date,Site,Country,Incident Type,Severity,Shift,Response Time (min),Badge Access,CCTV Alert,Visitor,Outcome
INC01054,2026-02-02,Berlin,Germany,Visitor Policy Violation,Low,Night,6,N/A,No,No,Under Investigation
INC01055,2026-01-26,Sydney,Australia,Visitor Policy Violation,Medium,Day,2,Yes,No,No,Resolved
INC01056,2025-10-30,Dublin,Ireland,Unauthorized Access,Medium,Night,15,Yes,Yes,No,Confirmed
INC01057,2025-11-25,Dublin,Ireland,Emergency Exit Misuse,Medium,Day,16,Yes,Yes,Yes,Confirmed
INC01058,2025-03-23,Tokyo,Japan,CCTV False Alarm,Low,Day,3,Yes,Yes,No,False Alarm
INC01059,2025-10-10,London,UK,CCTV False Alarm,Low,Day,11,Yes,Yes,No,False Alarm
INC01060,2025-07-08,Bangalore,India,Lost Badge,Low,Evening,17,No,No,No,Confirmed
INC01061,2025-01-17,Singapore,Singapore,Tailgating,High,Night,7,Yes,Yes,No,Confirmed
INC01062,2025-03-21,London,UK,CCTV Offline,Medium,Day,3,Yes,Yes,No,Resolved
INC01063,2025-05-27,Berlin,Germany,Unauthorized Access,High,Night,18,Yes,No,No,Confirmed
INC01064,2025-02-15,Dublin,Ireland,Suspicious Package,Critical,Day,13,Yes,Yes,No,Confirmed
INC01065,2026-01-23,Singapore,Singapore,Badge Misuse,High,Night,12,No,Yes,No,Confirmed
INC01066,2025-05-05,London,UK,Lost Badge,Medium,Evening,10,No,Yes,Yes,Confirmed
INC01067,2025-10-28,Sydney,Australia,Badge Misuse,High,Day,15,No,No,Yes,Confirmed
INC01068,2026-02-24,London,UK,Lost Badge,Medium,Night,9,Yes,Yes,No,Under Investigation
INC01069,2026-03-05,Sydney,Australia,Suspicious Package,Critical,Day,13,N/A,No,Yes,Under Investigation
INC01070,2025-12-16,Austin,USA,Suspicious Package,High,Night,21,Yes,Yes,No,Under Investigation
INC01071,2026-04-10,Sydney,Australia,Emergency Exit Misuse,Medium,Night,14,Yes,Yes,No,Resolved
INC01072,2025-06-20,Austin,USA,Tailgating,High,Day,12,N/A,Yes,No,Under Investigation
INC01073,2025-09-05,Berlin,Germany,Badge Misuse,Medium,Day,11,No,No,No,Resolved
INC01074,2026-02-23,Bangalore,India,Unauthorized Access,High,Night,9,No,Yes,No,Resolved
INC01075,2025-01-08,Austin,USA,Door Forced Open,High,Day,8,No,Yes,No,Confirmed
INC01076,2025-12-16,Dublin,Ireland,Unauthorized Access,Medium,Day,9,Yes,Yes,No,Confirmed
INC01077,2025-07-02,Berlin,Germany,Suspicious Person,High,Day,13,No,No,No,Confirmed
INC01078,2025-10-19,Dublin,Ireland,Suspicious Package,High,Day,11,Yes,Yes,No,Confirmed
INC01079,2025-04-19,Austin,USA,Suspicious Person,High,Night,18,Yes,Yes,No,Resolved
INC01080,2025-07-19,Bangalore,India,Suspicious Package,Critical,Night,8,Yes,No,Yes,Confirmed
INC01081,2025-10-30,Berlin,Germany,CCTV False Alarm,Low,Night,18,No,Yes,No,False Alarm
INC01082,2025-10-13,Sydney,Australia,Suspicious Person,Medium,Night,8,No,Yes,No,Confirmed
INC01083,2025-12-10,Singapore,Singapore,Unauthorized Access,High,Day,10,Yes,Yes,No,Confirmed
INC01084,2026-06-18,Bangalore,India,Visitor Policy Violation,Low,Night,18,Yes,No,No,Under Investigation
INC01085,2026-01-21,Bangalore,India,Emergency Exit Misuse,Medium,Day,14,Yes,Yes,No,Confirmed
INC01086,2025-04-01,Sydney,Australia,Suspicious Person,Medium,Day,9,N/A,No,No,Confirmed
INC01087,2025-02-09,London,UK,CCTV False Alarm,Low,Night,8,Yes,Yes,No,False Alarm
INC01088,2025-08-26,Sydney,Australia,CCTV Offline,Medium,Night,13,No,Yes,No,Resolved
INC01089,2025-08-13,Tokyo,Japan,CCTV Offline,Medium,Day,19,No,Yes,No,Confirmed
INC01090,2025-11-23,Berlin,Germany,Unauthorized Access,Medium,Evening,18,No,Yes,No,Confirmed
INC01091,2025-01-30,Sydney,Australia,CCTV False Alarm,Low,Evening,10,No,Yes,Yes,False Alarm
INC01092,2026-03-29,Tokyo,Japan,Suspicious Person,High,Day,17,Yes,Yes,Yes,Confirmed
INC01093,2026-02-24,Singapore,Singapore,Badge Misuse,Medium,Day,13,Yes,Yes,Yes,Under Investigation
INC01094,2025-01-22,Tokyo,Japan,Door Forced Open,High,Night,22,No,Yes,No,Under Investigation
INC01095,2026-01-06,London,UK,Emergency Exit Misuse,Medium,Evening,2,No,Yes,No,Confirmed
INC01096,2025-09-12,Austin,USA,Badge Misuse,High,Day,8,No,Yes,Yes,Under Investigation
INC01097,2025-02-13,London,UK,CCTV Offline,Medium,Night,14,Yes,Yes,Yes,Confirmed
INC01098,2025-10-04,London,UK,Visitor Policy Violation,Medium,Day,15,No,Yes,No,Resolved
INC01099,2025-06-05,Berlin,Germany,Tailgating,Medium,Night,17,Yes,No,No,Resolved
INC01100,2026-04-15,Berlin,Germany,CCTV Offline,Medium,Day,15,Yes,Yes,No,Confirmed
INC01101,2026-02-21,Dublin,Ireland,Visitor Policy Violation,Low,Day,6,No,Yes,Yes,Confirmed
INC01102,2025-04-21,Sydney,Australia,Visitor Policy Violation,Medium,Night,9,Yes,Yes,Yes,Resolved
INC01103,2025-11-15,Sydney,Australia,Badge Misuse,High,Evening,7,N/A,Yes,Yes,Under Investigation
INC01104,2026-02-17,Sydney,Australia,Suspicious Package,Critical,Day,19,No,Yes,No,Confirmed
INC01105,2025-11-15,Singapore,Singapore,Tailgating,High,Day,11,Yes,Yes,No,Under Investigation
INC01106,2025-11-17,Dublin,Ireland,Lost Badge,Medium,Evening,2,N/A,Yes,No,Confirmed
INC01107,2026-01-20,London,UK,Unauthorized Access,High,Evening,12,Yes,Yes,Yes,Under Investigation
INC01108,2026-06-22,London,UK,Tailgating,High,Evening,12,Yes,Yes,No,Confirmed
INC01109,2025-10-05,Dublin,Ireland,Unauthorized Access,High,Night,5,Yes,Yes,Yes,Confirmed
INC01110,2025-09-15,Singapore,Singapore,Suspicious Package,High,Evening,11,Yes,Yes,No,Resolved
INC01111,2026-03-03,Austin,USA,Door Forced Open,Critical,Day,14,N/A,Yes,No,Confirmed
INC01112,2025-03-04,London,UK,CCTV Offline,Medium,Day,17,No,Yes,Yes,Resolved
INC01113,2025-10-09,Singapore,Singapore,Badge Misuse,Medium,Night,9,Yes,Yes,No,Resolved
INC01114,2025-06-06,Dublin,Ireland,CCTV Offline,Medium,Day,22,Yes,Yes,Yes,Confirmed
INC01115,2025-10-11,Austin,USA,CCTV Offline,Medium,Day,19,No,No,Yes,Confirmed
INC01116,2025-05-31,Singapore,Singapore,Lost Badge,Low,Night,10,Yes,Yes,Yes,Confirmed
INC01117,2026-04-29,Bangalore,India,Door Forced Open,Critical,Day,9,Yes,Yes,No,Confirmed
INC01118,2025-11-21,Sydney,Australia,Badge Misuse,High,Night,17,Yes,No,No,Under Investigation
INC01119,2026-05-17,Dublin,Ireland,Door Forced Open,Critical,Evening,10,Yes,No,No,Confirmed
INC01120,2025-08-07,Tokyo,Japan,CCTV False Alarm,Low,Night,8,No,No,No,False Alarm
INC01121,2025-01-11,Singapore,Singapore,Visitor Policy Violation,Medium,Day,13,Yes,Yes,No,Under Investigation
INC01122,2025-02-04,Dublin,Ireland,CCTV Offline,Medium,Evening,16,No,Yes,No,Under Investigation
INC01123,2025-02-01,Dublin,Ireland,Suspicious Person,Medium,Night,19,N/A,Yes,No,Confirmed
INC01124,2025-06-06,London,UK,Tailgating,High,Day,3,No,Yes,No,Confirmed
INC01125,2025-03-05,London,UK,Tailgating,High,Evening,8,Yes,No,No,Resolved
INC01126,2025-06-23,Tokyo,Japan,Emergency Exit Misuse,High,Night,21,No,Yes,No,Confirmed
INC01127,2026-05-29,Berlin,Germany,Visitor Policy Violation,Low,Day,14,Yes,Yes,No,Resolved
INC01128,2025-12-26,Berlin,Germany,Door Forced Open,High,Day,15,Yes,Yes,No,Confirmed
INC01129,2025-07-06,Sydney,Australia,Unauthorized Access,Medium,Night,11,Yes,No,No,Resolved
INC01130,2025-09-10,Singapore,Singapore,Emergency Exit Misuse,High,Evening,8,Yes,Yes,No,Under Investigation
INC01131,2025-10-21,Austin,USA,Suspicious Person,Medium,Day,13,Yes,Yes,Yes,Under Investigation
INC01132,2025-09-28,Austin,USA,Suspicious Person,High,Evening,14,Yes,Yes,No,Resolved
INC01133,2026-01-30,Sydney,Australia,Emergency Exit Misuse,Medium,Day,15,N/A,Yes,No,Resolved
INC01134,2026-05-31,Dublin,Ireland,Lost Badge,Medium,Evening,17,Yes,Yes,No,Confirmed
INC01135,2025-02-02,Singapore,Singapore,Suspicious Person,Medium,Evening,17,No,Yes,No,Confirmed
INC01136,2025-04-18,Berlin,Germany,Emergency Exit Misuse,Medium,Day,9,No,No,Yes,Confirmed
INC01137,2026-01-02,Tokyo,Japan,Badge Misuse,Medium,Day,10,Yes,Yes,No,Confirmed
INC01138,2025-09-16,Berlin,Germany,Visitor Policy Violation,Medium,Night,17,No,Yes,No,Confirmed
INC01139,2025-10-03,Bangalore,India,Lost Badge,Low,Day,16,Yes,Yes,No,Under Investigation
INC01140,2025-12-08,Singapore,Singapore,Suspicious Package,Critical,Day,10,No,Yes,Yes,Confirmed
INC01141,2026-04-17,Austin,USA,Badge Misuse,High,Day,14,No,Yes,Yes,Confirmed
INC01142,2025-06-07,Singapore,Singapore,Visitor Policy Violation,Low,Night,12,No,No,No,Confirmed
INC01143,2026-02-08,Tokyo,Japan,Unauthorized Access,High,Evening,8,No,No,No,Resolved
INC01144,2025-05-17,London,UK,Visitor Policy Violation,Low,Day,2,Yes,Yes,No,Resolved
INC01145,2025-12-22,Berlin,Germany,Suspicious Package,High,Evening,3,Yes,Yes,No,Resolved
INC01146,2025-01-02,Tokyo,Japan,Badge Misuse,High,Evening,12,No,Yes,No,Resolved
INC01147,2025-11-06,Austin,USA,CCTV False Alarm,Low,Day,7,No,Yes,No,False Alarm
INC01148,2026-03-08,Berlin,Germany,Emergency Exit Misuse,High,Day,13,Yes,Yes,No,Confirmed
INC01149,2026-02-19,London,UK,Badge Misuse,Medium,Evening,12,Yes,Yes,No,Confirmed
INC01150,2025-02-25,Sydney,Australia,Emergency Exit Misuse,High,Day,11,Yes,Yes,No,Resolved
INC01151,2025-12-10,Sydney,Australia,CCTV Offline,Medium,Night,19,Yes,Yes,No,Resolved
INC01152,2025-09-22,London,UK,Door Forced Open,High,Day,2,Yes,No,No,Confirmed
INC01153,2026-05-17,Bangalore,India,CCTV False Alarm,Low,Day,10,Yes,Yes,No,False Alarm
INC01154,2026-01-01,Dublin,Ireland,Tailgating,High,Day,12,Yes,Yes,No,Confirmed
INC01155,2026-02-10,London,UK,Badge Misuse,Medium,Evening,12,Yes,Yes,No,Confirmed
INC01156,2025-09-07,Dublin,Ireland,Badge Misuse,High,Evening,14,No,No,No,Resolved
INC01157,2025-02-09,Sydney,Australia,Tailgating,Medium,Day,20,No,No,No,Under Investigation
INC01158,2025-01-23,London,UK,Badge Misuse,High,Day,22,Yes,Yes,No,Resolved
INC01159,2025-09-25,London,UK,Visitor Policy Violation,Low,Night,18,Yes,Yes,No,Confirmed
INC01160,2025-07-10,Sydney,Australia,Lost Badge,Medium,Day,11,Yes,Yes,No,Under Investigation
INC01161,2025-01-20,Dublin,Ireland,Suspicious Person,Medium,Day,13,Yes,Yes,No,Resolved
INC01162,2025-11-29,London,UK,Lost Badge,Low,Day,4,Yes,Yes,No,Resolved
INC01163,2025-12-03,Sydney,Australia,Suspicious Package,High,Evening,6,Yes,Yes,No,Resolved
INC01164,2025-06-24,Austin,USA,CCTV False Alarm,Low,Day,10,No,Yes,Yes,False Alarm
INC01165,2025-12-20,London,UK,Emergency Exit Misuse,High,Evening,19,Yes,Yes,No,Confirmed
INC01166,2025-06-20,Sydney,Australia,Tailgating,Medium,Evening,16,No,Yes,No,Resolved
INC01167,2026-01-20,Dublin,Ireland,CCTV Offline,Medium,Night,14,No,No,Yes,Confirmed
INC01168,2025-06-12,London,UK,Suspicious Package,High,Day,10,No,No,No,Confirmed
INC01169,2025-10-13,Tokyo,Japan,Lost Badge,Medium,Night,9,Yes,No,No,Resolved
INC01170,2026-02-18,Tokyo,Japan,CCTV Offline,Medium,Day,16,Yes,Yes,No,Confirmed
INC01171,2025-12-09,Austin,USA,Visitor Policy Violation,Medium,Day,12,No,Yes,No,Confirmed
INC01172,2025-08-18,Berlin,Germany,Visitor Policy Violation,Low,Evening,4,Yes,Yes,No,Confirmed
INC01173,2025-06-20,Berlin,Germany,Tailgating,High,Evening,6,Yes,Yes,No,Under Investigation
INC01174,2025-06-15,Berlin,Germany,CCTV Offline,Medium,Night,9,Yes,Yes,Yes,Confirmed
INC01175,2025-02-01,Singapore,Singapore,Badge Misuse,Medium,Day,13,Yes,Yes,No,Resolved
INC01176,2025-12-06,Sydney,Australia,CCTV Offline,Medium,Night,17,No,No,Yes,Resolved
INC01177,2026-02-21,London,UK,Tailgating,Medium,Evening,23,No,Yes,No,Confirmed
INC01178,2025-03-03,London,UK,Suspicious Package,Critical,Day,2,Yes,Yes,No,Confirmed
INC01179,2025-05-08,Tokyo,Japan,Visitor Policy Violation,Medium,Day,19,No,Yes,No,Resolved
INC01180,2025-09-06,Tokyo,Japan,Visitor Policy Violation,Medium,Day,17,No,Yes,Yes,Resolved
INC01181,2025-09-24,London,UK,CCTV False Alarm,Low,Night,7,Yes,Yes,No,False Alarm
INC01182,2025-06-01,Dublin,Ireland,Suspicious Package,Critical,Night,18,Yes,Yes,No,Confirmed
INC01183,2025-11-09,Dublin,Ireland,Suspicious Person,Medium,Evening,6,Yes,Yes,No,Confirmed
INC01184,2025-01-29,Dublin,Ireland,Visitor Policy Violation,Medium,Evening,12,No,Yes,Yes,Confirmed
INC01185,2025-06-24,Tokyo,Japan,CCTV Offline,Medium,Evening,19,Yes,Yes,No,Confirmed
INC01186,2026-05-09,Sydney,Australia,Emergency Exit Misuse,Medium,Night,10,Yes,No,Yes,Under Investigation
INC01187,2025-06-03,Tokyo,Japan,Lost Badge,Medium,Day,10,No,Yes,No,Confirmed
INC01188,2026-01-08,Bangalore,India,CCTV Offline,Medium,Night,20,No,Yes,Yes,Confirmed
INC01189,2025-02-27,London,UK,Suspicious Person,Medium,Night,6,Yes,Yes,Yes,Under Investigation
INC01190,2025-09-30,Singapore,Singapore,Lost Badge,Medium,Day,14,Yes,Yes,Yes,Resolved
INC01191,2025-08-22,London,UK,Door Forced Open,Critical,Day,12,Yes,Yes,No,Confirmed
INC01192,2025-03-27,London,UK,Lost Badge,Medium,Day,20,Yes,Yes,No,Confirmed
INC01193,2025-04-25,Dublin,Ireland,Suspicious Package,Critical,Evening,10,No,Yes,No,Confirmed
INC01194,2026-05-20,Bangalore,India,Suspicious Person,High,Evening,6,No,Yes,No,Confirmed
INC01195,2026-05-31,Dublin,Ireland,Suspicious Person,Medium,Day,10,N/A,No,No,Confirmed
INC01196,2026-03-19,Sydney,Australia,CCTV False Alarm,Low,Day,17,No,Yes,No,False Alarm
INC01197,2025-04-22,Tokyo,Japan,Emergency Exit Misuse,Medium,Day,12,Yes,Yes,No,Confirmed
INC01198,2025-06-08,Dublin,Ireland,Suspicious Package,Critical,Evening,8,Yes,Yes,No,Confirmed
INC01199,2026-06-13,Austin,USA,Suspicious Package,Critical,Day,19,No,Yes,No,Under Investigation
INC01200,2025-12-08,Sydney,Australia,Suspicious Person,High,Day,11,No,No,No,Confirmed
INC01201,2026-02-18,Berlin,Germany,Visitor Policy Violation,Low,Night,16,No,Yes,No,Confirmed
INC01202,2026-01-18,Singapore,Singapore,Lost Badge,Medium,Day,13,Yes,Yes,No,Confirmed
INC01203,2025-04-20,Singapore,Singapore,Lost Badge,Medium,Night,14,No,No,No,Under Investigation
INC01204,2026-05-14,Bangalore,India,Emergency Exit Misuse,High,Evening,13,Yes,No,No,Confirmed
INC01205,2026-01-14,Bangalore,India,Emergency Exit Misuse,High,Day,8,Yes,No,Yes,Under Investigation
INC01206,2025-07-24,Berlin,Germany,Door Forced Open,High,Evening,13,Yes,Yes,No,Confirmed
INC01207,2025-05-24,Dublin,Ireland,CCTV Offline,Medium,Evening,12,No,Yes,No,Under Investigation
INC01208,2025-08-22,Sydney,Australia,Lost Badge,Low,Day,10,Yes,Yes,No,Resolved
INC01209,2026-02-25,Dublin,Ireland,Suspicious Package,Critical,Day,3,No,No,Yes,Under Investigation
INC01210,2026-06-01,Tokyo,Japan,Tailgating,High,Night,15,No,Yes,No,Confirmed
INC01211,2025-04-05,Tokyo,Japan,Emergency Exit Misuse,Medium,Night,20,Yes,Yes,No,Confirmed
INC01212,2026-03-18,Sydney,Australia,Suspicious Package,Critical,Night,10,No,Yes,No,Under Investigation
INC01213,2025-12-14,Austin,USA,Emergency Exit Misuse,High,Day,3,No,No,No,Confirmed
INC01214,2025-08-19,Dublin,Ireland,Tailgating,High,Day,14,Yes,Yes,No,Confirmed
INC01215,2025-07-25,Tokyo,Japan,CCTV Offline,Medium,Evening,12,Yes,No,No,Confirmed
INC01216,2025-01-27,Austin,USA,Lost Badge,Medium,Day,5,Yes,No,Yes,Confirmed
INC01217,2025-08-24,Tokyo,Japan,Unauthorized Access,High,Night,10,Yes,No,Yes,Under Investigation
INC01218,2026-03-27,Tokyo,Japan,Tailgating,Medium,Night,9,Yes,No,Yes,Under Investigation
INC01219,2026-02-13,Singapore,Singapore,Visitor Policy Violation,Low,Day,14,Yes,Yes,No,Confirmed
INC01220,2026-05-16,London,UK,Door Forced Open,High,Day,20,No,Yes,No,Confirmed
INC01221,2026-06-05,Singapore,Singapore,Unauthorized Access,High,Evening,16,Yes,No,No,Under Investigation
INC01222,2026-03-21,Tokyo,Japan,Badge Misuse,High,Night,15,No,Yes,Yes,Resolved
INC01223,2025-10-09,Berlin,Germany,CCTV False Alarm,Low,Night,10,Yes,No,Yes,False Alarm
INC01224,2026-04-27,Bangalore,India,Door Forced Open,High,Day,2,No,Yes,No,Under Investigation
INC01225,2026-03-06,Dublin,Ireland,Badge Misuse,High,Night,17,N/A,Yes,No,Confirmed
INC01226,2025-11-10,London,UK,Door Forced Open,High,Evening,22,Yes,Yes,No,Resolved
INC01227,2026-04-27,Bangalore,India,Tailgating,High,Day,21,No,Yes,No,Confirmed
INC01228,2025-08-17,Austin,USA,Door Forced Open,High,Day,14,Yes,No,Yes,Confirmed
INC01229,2025-01-01,Berlin,Germany,CCTV Offline,Medium,Day,9,No,Yes,No,Confirmed
INC01230,2025-07-20,London,UK,CCTV False Alarm,Low,Night,17,Yes,Yes,No,False Alarm
INC01231,2026-02-18,Austin,USA,Lost Badge,Low,Night,10,Yes,Yes,No,Confirmed
INC01232,2025-05-15,Sydney,Australia,Emergency Exit Misuse,High,Night,18,Yes,Yes,Yes,Resolved
INC01233,2025-07-06,Bangalore,India,Visitor Policy Violation,Low,Night,19,No,Yes,No,Confirmed
INC01234,2026-02-20,Sydney,Australia,CCTV False Alarm,Low,Day,12,Yes,Yes,No,False Alarm
INC01235,2026-06-11,Sydney,Australia,Unauthorized Access,High,Evening,16,No,Yes,No,Confirmed
INC01236,2025-12-17,Sydney,Australia,Emergency Exit Misuse,Medium,Evening,9,No,Yes,No,Confirmed
INC01237,2026-04-14,Bangalore,India,CCTV Offline,Medium,Day,13,No,Yes,No,Confirmed
INC01238,2026-06-08,London,UK,CCTV Offline,Medium,Day,9,Yes,No,Yes,Confirmed
INC01239,2026-06-28,Tokyo,Japan,CCTV Offline,Medium,Evening,3,Yes,Yes,No,Confirmed
INC01240,2025-08-20,Tokyo,Japan,Door Forced Open,High,Evening,10,No,Yes,Yes,Under Investigation
INC01241,2026-02-15,Berlin,Germany,Lost Badge,Medium,Day,8,N/A,No,No,Confirmed
INC01242,2025-11-16,Dublin,Ireland,Tailgating,Medium,Day,22,Yes,Yes,No,Confirmed
INC01243,2025-06-14,Berlin,Germany,Door Forced Open,High,Evening,12,N/A,Yes,No,Resolved
INC01244,2025-12-25,Berlin,Germany,Suspicious Package,Critical,Day,2,Yes,No,No,Under Investigation
INC01245,2025-05-26,London,UK,Suspicious Package,Critical,Day,8,Yes,Yes,No,Confirmed
INC01246,2025-05-08,Sydney,Australia,Lost Badge,Medium,Day,4,Yes,Yes,Yes,Under Investigation
INC01247,2025-09-19,Tokyo,Japan,Suspicious Person,Medium,Day,16,Yes,No,No,Resolved
INC01248,2026-01-07,Dublin,Ireland,Lost Badge,Low,Day,15,Yes,No,No,Resolved
INC01249,2025-10-14,Berlin,Germany,Visitor Policy Violation,Low,Evening,16,No,Yes,No,Resolved
INC01250,2026-05-13,Dublin,Ireland,Badge Misuse,Medium,Day,5,Yes,Yes,No,Resolved
INC01251,2026-01-27,London,UK,CCTV False Alarm,Low,Evening,14,No,Yes,Yes,False Alarm
INC01252,2026-03-08,London,UK,Unauthorized Access,Medium,Day,12,No,Yes,Yes,Resolved
INC01253,2026-03-19,Sydney,Australia,CCTV False Alarm,Low,Night,11,Yes,Yes,No,False Alarm
INC01254,2026-04-13,London,UK,Suspicious Person,High,Night,11,No,Yes,No,Confirmed
INC01255,2025-11-29,Singapore,Singapore,Suspicious Person,High,Night,2,Yes,Yes,Yes,Resolved
INC01256,2025-06-26,Tokyo,Japan,Visitor Policy Violation,Medium,Night,15,No,No,No,Resolved
INC01257,2025-04-03,Singapore,Singapore,Badge Misuse,High,Day,9,Yes,Yes,No,Confirmed
INC01258,2026-01-06,Sydney,Australia,Badge Misuse,High,Night,8,No,No,No,Confirmed
INC01259,2025-07-02,Dublin,Ireland,CCTV Offline,Medium,Night,5,Yes,Yes,No,Under Investigation
INC01260,2026-06-30,Berlin,Germany,Suspicious Person,Medium,Night,16,Yes,Yes,No,Resolved
INC01261,2025-08-19,Dublin,Ireland,Suspicious Package,Critical,Day,10,Yes,Yes,No,Confirmed
INC01262,2025-08-10,Singapore,Singapore,Lost Badge,Low,Day,12,Yes,Yes,No,Under Investigation
INC01263,2025-07-16,Sydney,Australia,CCTV False Alarm,Low,Evening,3,Yes,Yes,No,False Alarm
INC01264,2025-09-27,Berlin,Germany,Suspicious Person,High,Night,17,Yes,Yes,No,Confirmed
INC01265,2025-09-10,Tokyo,Japan,Unauthorized Access,Medium,Day,13,Yes,No,No,Resolved
INC01266,2025-08-18,Tokyo,Japan,Unauthorized Access,Medium,Night,5,Yes,Yes,Yes,Resolved
INC01267,2025-06-25,Sydney,Australia,Suspicious Package,High,Day,17,No,No,No,Resolved
INC01268,2025-10-10,London,UK,Emergency Exit Misuse,High,Day,12,Yes,No,No,Resolved
INC01269,2025-08-09,Sydney,Australia,Visitor Policy Violation,Low,Night,9,No,Yes,Yes,Resolved
INC01270,2025-02-24,Berlin,Germany,Door Forced Open,Critical,Night,8,No,Yes,Yes,Under Investigation
INC01271,2025-07-19,London,UK,CCTV Offline,Medium,Night,12,No,Yes,Yes,Resolved
INC01272,2026-02-18,Sydney,Australia,Unauthorized Access,High,Day,18,Yes,No,No,Confirmed
INC01273,2025-11-15,Sydney,Australia,Door Forced Open,Critical,Day,7,No,Yes,Yes,Confirmed
INC01274,2025-04-07,Singapore,Singapore,Badge Misuse,Medium,Day,18,Yes,Yes,No,Under Investigation
INC01275,2025-01-02,Bangalore,India,Emergency Exit Misuse,High,Day,17,Yes,Yes,Yes,Under Investigation
INC01276,2026-05-26,Tokyo,Japan,Unauthorized Access,Medium,Day,10,Yes,Yes,No,Under Investigation
INC01277,2026-03-28,Austin,USA,Suspicious Package,High,Evening,9,Yes,Yes,No,Confirmed
INC01278,2025-11-16,Bangalore,India,CCTV Offline,Medium,Night,2,No,Yes,No,Confirmed
INC01279,2025-06-08,Austin,USA,Unauthorized Access,High,Day,23,No,No,No,Confirmed
INC01280,2026-01-10,Sydney,Australia,Unauthorized Access,Medium,Day,11,Yes,No,No,Resolved
INC01281,2026-05-07,Bangalore,India,Badge Misuse,Medium,Night,16,No,No,Yes,Confirmed
INC01282,2025-07-25,Tokyo,Japan,CCTV Offline,Medium,Night,2,Yes,Yes,No,Confirmed
INC01283,2026-05-18,Berlin,Germany,Visitor Policy Violation,Medium,Day,14,Yes,Yes,No,Under Investigation
INC01284,2025-02-12,Dublin,Ireland,Emergency Exit Misuse,Medium,Evening,12,Yes,Yes,No,Resolved
INC01285,2025-01-29,Austin,USA,Emergency Exit Misuse,High,Night,16,Yes,No,Yes,Resolved
INC01286,2025-02-15,Berlin,Germany,CCTV Offline,Medium,Evening,13,No,Yes,No,Under Investigation
INC01287,2025-01-16,Tokyo,Japan,Unauthorized Access,Medium,Evening,16,No,Yes,No,Under Investigation
INC01288,2026-01-16,Tokyo,Japan,Door Forced Open,Critical,Night,13,No,Yes,Yes,Confirmed
INC01289,2025-10-07,Dublin,Ireland,Visitor Policy Violation,Medium,Day,11,No,Yes,No,Confirmed
INC01290,2026-02-09,Sydney,Australia,Suspicious Person,Medium,Evening,12,Yes,Yes,Yes,Resolved
INC01291,2026-05-16,London,UK,Emergency Exit Misuse,Medium,Day,17,Yes,Yes,No,Resolved
INC01292,2025-09-25,Berlin,Germany,Suspicious Person,High,Day,14,Yes,Yes,No,Under Investigation
INC01293,2026-06-15,London,UK,CCTV Offline,Medium,Day,17,Yes,Yes,No,Confirmed
INC01294,2026-03-25,London,UK,Lost Badge,Medium,Evening,11,No,Yes,No,Resolved
INC01295,2025-01-15,Singapore,Singapore,Lost Badge,Medium,Day,16,N/A,No,No,Confirmed
INC01296,2025-10-26,Bangalore,India,Visitor Policy Violation,Medium,Day,10,Yes,Yes,No,Confirmed
INC01297,2025-09-09,Sydney,Australia,Tailgating,High,Day,8,Yes,Yes,No,Confirmed
INC01298,2025-06-23,London,UK,Visitor Policy Violation,Low,Evening,9,No,Yes,Yes,Under Investigation
INC01299,2025-03-01,Singapore,Singapore,Tailgating,High,Day,15,Yes,Yes,No,Confirmed
INC01300,2026-01-31,London,UK,Tailgating,High,Night,4,Yes,Yes,No,Resolved
INC01301,2026-04-11,Sydney,Australia,Suspicious Package,High,Day,2,Yes,No,Yes,Confirmed
INC01302,2026-01-12,Austin,USA,Visitor Policy Violation,Medium,Night,13,No,Yes,No,Confirmed
INC01303,2025-05-09,Berlin,Germany,CCTV Offline,Medium,Night,14,No,Yes,No,Resolved
INC01304,2025-11-30,Sydney,Australia,Visitor Policy Violation,Medium,Day,8,No,Yes,No,Confirmed
INC01305,2026-01-08,Singapore,Singapore,Suspicious Package,Critical,Night,17,No,Yes,No,Confirmed
INC01306,2026-04-09,Austin,USA,CCTV False Alarm,Low,Evening,8,Yes,No,No,False Alarm
INC01307,2025-06-10,Berlin,Germany,Tailgating,Medium,Day,5,Yes,No,Yes,Confirmed
INC01308,2025-07-22,Austin,USA,Suspicious Person,Medium,Evening,2,Yes,Yes,Yes,Resolved
INC01309,2025-03-08,Sydney,Australia,Badge Misuse,Medium,Evening,12,No,Yes,No,Confirmed
INC01310,2025-11-11,Tokyo,Japan,Lost Badge,Low,Night,12,No,Yes,No,Confirmed
INC01311,2025-10-24,Sydney,Australia,CCTV False Alarm,Low,Night,9,Yes,No,Yes,False Alarm
INC01312,2026-04-26,London,UK,CCTV Offline,Medium,Day,20,No,Yes,No,Confirmed
INC01313,2025-04-10,London,UK,Emergency Exit Misuse,Medium,Night,12,Yes,Yes,Yes,Confirmed
INC01314,2025-01-21,Tokyo,Japan,CCTV False Alarm,Low,Day,9,N/A,No,No,False Alarm
INC01315,2025-05-19,Tokyo,Japan,Unauthorized Access,High,Day,6,No,Yes,No,Under Investigation
INC01316,2025-03-27,Singapore,Singapore,Emergency Exit Misuse,High,Day,6,Yes,No,No,Resolved
INC01317,2025-07-16,Berlin,Germany,Door Forced Open,Critical,Night,2,No,Yes,No,Confirmed
